cod_departamento,departamento,valor,EDADQ,anio,sexo
"44","LA GUAJIRA","25340","40 a 44 anos","2020","Hombres",
"44","LA GUAJIRA","20431","45 a 49 anos","2020","Hombres",
"44","LA GUAJIRA","18223","50 a 54 anos","2020","Hombres",
"44","LA GUAJIRA","16523","55 a 59 anos","2020","Hombres",
"44","LA GUAJIRA","61993","5 a 9 anos","2020","Hombres",
"44","LA GUAJIRA","13773","60 a 64 anos","2020","Hombres",
"44","LA GUAJIRA","9301","65 a 69 anos","2020","Hombres",
"44","LA GUAJIRA","7303","70 a 74 anos","2020","Hombres",
"44","LA GUAJIRA","4521","75 a 79 anos","2020","Hombres",
"44","LA GUAJIRA","3614","80 a 84 anos","2020","Hombres",
"44","LA GUAJIRA","2103","85 a 89 anos","2020","Hombres",
"44","LA GUAJIRA","1499","90 a 94 anos","2020","Hombres",
"44","LA GUAJIRA","1653","95 y mas anos","2020","Hombres",
"44","LA GUAJIRA","52449","0 a 4 anos","2020","Mujeres",
"44","LA GUAJIRA","49984","10 a 14 anos","2020","Mujeres",
"44","LA GUAJIRA","48710","15 a 19 anos","2020","Mujeres",
"44","LA GUAJIRA","44406","20 a 24 anos","2020","Mujeres",
"44","LA GUAJIRA","38036","25 a 29 anos","2020","Mujeres",
"44","LA GUAJIRA","34119","30 a 34 anos","2020","Mujeres",
"44","LA GUAJIRA","32147","35 a 39 anos","2020","Mujeres",
"44","LA GUAJIRA","27644","40 a 44 anos","2020","Mujeres",
"44","LA GUAJIRA","21899","45 a 49 anos","2020","Mujeres",
"44","LA GUAJIRA","19381","50 a 54 anos","2020","Mujeres",
"44","LA GUAJIRA","18271","55 a 59 anos","2020","Mujeres",
"44","LA GUAJIRA","58406","5 a 9 anos","2020","Mujeres",
"44","LA GUAJIRA","14893","60 a 64 anos","2020","Mujeres",
"44","LA GUAJIRA","9767","65 a 69 anos","2020","Mujeres",
"44","LA GUAJIRA","8993","70 a 74 anos","2020","Mujeres",
"44","LA GUAJIRA","5394","75 a 79 anos","2020","Mujeres",
"44","LA GUAJIRA","4851","80 a 84 anos","2020","Mujeres",
"44","LA GUAJIRA","2846","85 a 89 anos","2020","Mujeres",
"44","LA GUAJIRA","1948","90 a 94 anos","2020","Mujeres",
"44","LA GUAJIRA","1766","95 y mas anos","2020","Mujeres",
"47","MAGDALENA","61564","0 a 4 anos","2020","Hombres",
"47","MAGDALENA","71817","10 a 14 anos","2020","Hombres",
"47","MAGDALENA","71326","15 a 19 anos","2020","Hombres",
"47","MAGDALENA","59144","20 a 24 anos","2020","Hombres",
"47","MAGDALENA","52119","25 a 29 anos","2020","Hombres",
"47","MAGDALENA","45581","30 a 34 anos","2020","Hombres",
"47","MAGDALENA","42500","35 a 39 anos","2020","Hombres",
"47","MAGDALENA","39607","40 a 44 anos","2020","Hombres",
"47","MAGDALENA","35587","45 a 49 anos","2020","Hombres",
"47","MAGDALENA","33994","50 a 54 anos","2020","Hombres",
"47","MAGDALENA","30252","55 a 59 anos","2020","Hombres",
"47","MAGDALENA","69673","5 a 9 anos","2020","Hombres",
"47","MAGDALENA","24731","60 a 64 anos","2020","Hombres",
"47","MAGDALENA","18900","65 a 69 anos","2020","Hombres",
"47","MAGDALENA","13961","70 a 74 anos","2020","Hombres",
"47","MAGDALENA","8808","75 a 79 anos","2020","Hombres",
"47","MAGDALENA","6275","80 a 84 anos","2020","Hombres",
"47","MAGDALENA","3388","85 a 89 anos","2020","Hombres",
"47","MAGDALENA","1930","90 a 94 anos","2020","Hombres",
"47","MAGDALENA","2019","95 y mas anos","2020","Hombres",
"47","MAGDALENA","56501","0 a 4 anos","2020","Mujeres",
"47","MAGDALENA","64011","10 a 14 anos","2020","Mujeres",
"47","MAGDALENA","66633","15 a 19 anos","2020","Mujeres",
"47","MAGDALENA","62684","20 a 24 anos","2020","Mujeres",
"47","MAGDALENA","54440","25 a 29 anos","2020","Mujeres",
"47","MAGDALENA","47880","30 a 34 anos","2020","Mujeres",
"47","MAGDALENA","45026","35 a 39 anos","2020","Mujeres",
"47","MAGDALENA","41363","40 a 44 anos","2020","Mujeres",
"47","MAGDALENA","35902","45 a 49 anos","2020","Mujeres",
"47","MAGDALENA","33448","50 a 54 anos","2020","Mujeres",
"47","MAGDALENA","30152","55 a 59 anos","2020","Mujeres",
"47","MAGDALENA","64068","5 a 9 anos","2020","Mujeres",
"47","MAGDALENA","24678","60 a 64 anos","2020","Mujeres",
"47","MAGDALENA","19221","65 a 69 anos","2020","Mujeres",
"47","MAGDALENA","14262","70 a 74 anos","2020","Mujeres",
"47","MAGDALENA","9344","75 a 79 anos","2020","Mujeres",
"47","MAGDALENA","7143","80 a 84 anos","2020","Mujeres",
"47","MAGDALENA","3937","85 a 89 anos","2020","Mujeres",
"47","MAGDALENA","2173","90 a 94 anos","2020","Mujeres",
"47","MAGDALENA","1395","95 y mas anos","2020","Mujeres",
"50","META","38557","0 a 4 anos","2020","Hombres",
"50","META","45760","10 a 14 anos","2020","Hombres",
"50","META","45387","15 a 19 anos","2020","Hombres",
"50","META","44274","20 a 24 anos","2020","Hombres",
"50","META","42969","25 a 29 anos","2020","Hombres",
"50","META","37934","30 a 34 anos","2020","Hombres",
"50","META","35072","35 a 39 anos","2020","Hombres",
"50","META","31963","40 a 44 anos","2020","Hombres",
"50","META","27762","45 a 49 anos","2020","Hombres",
"50","META","26214","50 a 54 anos","2020","Hombres",
"50","META","23863","55 a 59 anos","2020","Hombres",
"50","META","43620","5 a 9 anos","2020","Hombres",
"50","META","18582","60 a 64 anos","2020","Hombres",
"50","META","13848","65 a 69 anos","2020","Hombres",
"50","META","10296","70 a 74 anos","2020","Hombres",
"50","META","6737","75 a 79 anos","2020","Hombres",
"50","META","4233","80 a 84 anos","2020","Hombres",
"50","META","1933","85 a 89 anos","2020","Hombres",
"50","META","800","90 a 94 anos","2020","Hombres",
"50","META","535","95 y mas anos","2020","Hombres",
"50","META","35149","0 a 4 anos","2020","Mujeres",
"50","META","42205","10 a 14 anos","2020","Mujeres",
"50","META","44576","15 a 19 anos","2020","Mujeres",
"50","META","47665","20 a 24 anos","2020","Mujeres",
"50","META","44356","25 a 29 anos","2020","Mujeres",
"50","META","38714","30 a 34 anos","2020","Mujeres",
"50","META","36224","35 a 39 anos","2020","Mujeres",
"50","META","32717","40 a 44 anos","2020","Mujeres",
"50","META","29003","45 a 49 anos","2020","Mujeres",
"50","META","27634","50 a 54 anos","2020","Mujeres",
"50","META","24514","55 a 59 anos","2020","Mujeres",
"50","META","39372","5 a 9 anos","2020","Mujeres",
"50","META","19382","60 a 64 anos","2020","Mujeres",
"50","META","14344","65 a 69 anos","2020","Mujeres",
"50","META","10090","70 a 74 anos","2020","Mujeres",
"50","META","6702","75 a 79 anos","2020","Mujeres",
"50","META","4787","80 a 84 anos","2020","Mujeres",
"50","META","2420","85 a 89 anos","2020","Mujeres",
"50","META","1037","90 a 94 anos","2020","Mujeres",
"50","META","415","95 y mas anos","2020","Mujeres",
"52","NARINO","45113","0 a 4 anos","2020","Hombres",
"52","NARINO","60725","10 a 14 anos","2020","Hombres",
"52","NARINO","66854","15 a 19 anos","2020","Hombres",
"52","NARINO","62543","20 a 24 anos","2020","Hombres",
"52","NARINO","54164","25 a 29 anos","2020","Hombres",
"52","NARINO","47958","30 a 34 anos","2020","Hombres",
"52","NARINO","47014","35 a 39 anos","2020","Hombres",
"52","NARINO","43293","40 a 44 anos","2020","Hombres",
"52","NARINO","37361","45 a 49 anos","2020","Hombres",
"52","NARINO","35736","50 a 54 anos","2020","Hombres",
"52","NARINO","31055","55 a 59 anos","2020","Hombres",
"52","NARINO","53532","5 a 9 anos","2020","Hombres",
"52","NARINO","25246","60 a 64 anos","2020","Hombres",
"52","NARINO","21095","65 a 69 anos","2020","Hombres",
"52","NARINO","17017","70 a 74 anos","2020","Hombres",
"52","NARINO","12388","75 a 79 anos","2020","Hombres",
"52","NARINO","8829","80 a 84 anos","2020","Hombres",
"52","NARINO","4842","85 a 89 anos","2020","Hombres",
"52","NARINO","2237","90 a 94 anos","2020","Hombres",
"52","NARINO","1579","95 y mas anos","2020","Hombres",
"52","NARINO","42174","0 a 4 anos","2020","Mujeres",
"52","NARINO","57384","10 a 14 anos","2020","Mujeres",
"52","NARINO","64580","15 a 19 anos","2020","Mujeres",
"52","NARINO","68423","20 a 24 anos","2020","Mujeres",
"52","NARINO","59658","25 a 29 anos","2020","Mujeres",
"52","NARINO","52999","30 a 34 anos","2020","Mujeres",
"52","NARINO","51779","35 a 39 anos","2020","Mujeres",
"52","NARINO","47272","40 a 44 anos","2020","Mujeres",
"52","NARINO","41709","45 a 49 anos","2020","Mujeres",
"52","NARINO","39448","50 a 54 anos","2020","Mujeres",
"52","NARINO","34069","55 a 59 anos","2020","Mujeres",
"52","NARINO","49223","5 a 9 anos","2020","Mujeres",
"52","NARINO","27917","60 a 64 anos","2020","Mujeres",
"52","NARINO","22552","65 a 69 anos","2020","Mujeres",
"52","NARINO","18481","70 a 74 anos","2020","Mujeres",
"52","NARINO","13953","75 a 79 anos","2020","Mujeres",
"52","NARINO","10843","80 a 84 anos","2020","Mujeres",
"52","NARINO","6837","85 a 89 anos","2020","Mujeres",
"52","NARINO","3196","90 a 94 anos","2020","Mujeres",
"52","NARINO","1838","95 y mas anos","2020","Mujeres",
"54","NORTE DE SANTANDER","62650","0 a 4 anos","2020","Hombres",
"54","NORTE DE SANTANDER","67598","10 a 14 anos","2020","Hombres",
"54","NORTE DE SANTANDER","66956","15 a 19 anos","2020","Hombres",
"54","NORTE DE SANTANDER","62300","20 a 24 anos","2020","Hombres",
"54","NORTE DE SANTANDER","60003","25 a 29 anos","2020","Hombres",
"54","NORTE DE SANTANDER","54626","30 a 34 anos","2020","Hombres",
"54","NORTE DE SANTANDER","50803","35 a 39 anos","2020","Hombres",
"54","NORTE DE SANTANDER","46063","40 a 44 anos","2020","Hombres",
"54","NORTE DE SANTANDER","40748","45 a 49 anos","2020","Hombres",
"54","NORTE DE SANTANDER","39492","50 a 54 anos","2020","Hombres",
"54","NORTE DE SANTANDER","36587","55 a 59 anos","2020","Hombres",
"54","NORTE DE SANTANDER","64500","5 a 9 anos","2020","Hombres",
"54","NORTE DE SANTANDER","31036","60 a 64 anos","2020","Hombres",
"54","NORTE DE SANTANDER","24498","65 a 69 anos","2020","Hombres",
"54","NORTE DE SANTANDER","17791","70 a 74 anos","2020","Hombres",
"54","NORTE DE SANTANDER","11482","75 a 79 anos","2020","Hombres",
"54","NORTE DE SANTANDER","7829","80 a 84 anos","2020","Hombres",
"54","NORTE DE SANTANDER","4121","85 a 89 anos","2020","Hombres",
"54","NORTE DE SANTANDER","2042","90 a 94 anos","2020","Hombres",
"54","NORTE DE SANTANDER","1594","95 y mas anos","2020","Hombres",
"54","NORTE DE SANTANDER","58156","0 a 4 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","63098","10 a 14 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","65601","15 a 19 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","69838","20 a 24 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","64579","25 a 29 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","58621","30 a 34 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","56400","35 a 39 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","51973","40 a 44 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","47413","45 a 49 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","46212","50 a 54 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","43663","55 a 59 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","59530","5 a 9 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","37864","60 a 64 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","29390","65 a 69 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","21662","70 a 74 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","14922","75 a 79 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","10703","80 a 84 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","6065","85 a 89 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","2977","90 a 94 anos","2020","Mujeres",
"54","NORTE DE SANTANDER","1492","95 y mas anos","2020","Mujeres",
"63","QUINDIO","14595","0 a 4 anos","2020","Hombres",
"63","QUINDIO","17704","10 a 14 anos","2020","Hombres",
"63","QUINDIO","20748","15 a 19 anos","2020","Hombres",
"63","QUINDIO","20755","20 a 24 anos","2020","Hombres",
"63","QUINDIO","18667","25 a 29 anos","2020","Hombres",
"63","QUINDIO","15254","30 a 34 anos","2020","Hombres",
"63","QUINDIO","14684","35 a 39 anos","2020","Hombres",
"63","QUINDIO","14921","40 a 44 anos","2020","Hombres",
"63","QUINDIO","13568","45 a 49 anos","2020","Hombres",
"63","QUINDIO","14958","50 a 54 anos","2020","Hombres",
"63","QUINDIO","15807","55 a 59 anos","2020","Hombres",
"63","QUINDIO","16257","5 a 9 anos","2020","Hombres",
"63","QUINDIO","14027","60 a 64 anos","2020","Hombres",
"63","QUINDIO","12284","65 a 69 anos","2020","Hombres",
"63","QUINDIO","9048","70 a 74 anos","2020","Hombres",
"63","QUINDIO","6085","75 a 79 anos","2020","Hombres",
"63","QUINDIO","3899","80 a 84 anos","2020","Hombres",
"63","QUINDIO","2166","85 a 89 anos","2020","Hombres",
"63","QUINDIO","913","90 a 94 anos","2020","Hombres",
"63","QUINDIO","474","95 y mas anos","2020","Hombres",
"63","QUINDIO","13334","0 a 4 anos","2020","Mujeres",
"63","QUINDIO","16109","10 a 14 anos","2020","Mujeres",
"63","QUINDIO","19206","15 a 19 anos","2020","Mujeres",
"63","QUINDIO","23499","20 a 24 anos","2020","Mujeres",
"63","QUINDIO","20994","25 a 29 anos","2020","Mujeres",
"63","QUINDIO","17873","30 a 34 anos","2020","Mujeres",
"63","QUINDIO","17441","35 a 39 anos","2020","Mujeres",
"63","QUINDIO","17308","40 a 44 anos","2020","Mujeres",
"63","QUINDIO","16053","45 a 49 anos","2020","Mujeres",
"63","QUINDIO","17728","50 a 54 anos","2020","Mujeres",
"63","QUINDIO","18046","55 a 59 anos","2020","Mujeres",
"63","QUINDIO","14598","5 a 9 anos","2020","Mujeres",
"63","QUINDIO","16103","60 a 64 anos","2020","Mujeres",
"63","QUINDIO","13265","65 a 69 anos","2020","Mujeres",
"63","QUINDIO","9926","70 a 74 anos","2020","Mujeres",
"63","QUINDIO","6974","75 a 79 anos","2020","Mujeres",
"63","QUINDIO","4943","80 a 84 anos","2020","Mujeres",
"63","QUINDIO","2855","85 a 89 anos","2020","Mujeres",
"63","QUINDIO","1318","90 a 94 anos","2020","Mujeres",
"63","QUINDIO","460","95 y mas anos","2020","Mujeres",
"66","RISARALDA","26519","0 a 4 anos","2020","Hombres",
"66","RISARALDA","34212","10 a 14 anos","2020","Hombres",
"66","RISARALDA","37160","15 a 19 anos","2020","Hombres",
"66","RISARALDA","38731","20 a 24 anos","2020","Hombres",
"66","RISARALDA","36414","25 a 29 anos","2020","Hombres",
"66","RISARALDA","30925","30 a 34 anos","2020","Hombres",
"66","RISARALDA","28894","35 a 39 anos","2020","Hombres",
"66","RISARALDA","27662","40 a 44 anos","2020","Hombres",
"66","RISARALDA","24884","45 a 49 anos","2020","Hombres",
"66","RISARALDA","26836","50 a 54 anos","2020","Hombres",
"66","RISARALDA","26951","55 a 59 anos","2020","Hombres",
"66","RISARALDA","31235","5 a 9 anos","2020","Hombres",
"66","RISARALDA","24031","60 a 64 anos","2020","Hombres",
"66","RISARALDA","20166","65 a 69 anos","2020","Hombres",
"66","RISARALDA","14620","70 a 74 anos","2020","Hombres",
"66","RISARALDA","9701","75 a 79 anos","2020","Hombres",
"66","RISARALDA","6338","80 a 84 anos","2020","Hombres",
"66","RISARALDA","3336","85 a 89 anos","2020","Hombres",
"66","RISARALDA","1553","90 a 94 anos","2020","Hombres",
"66","RISARALDA","870","95 y mas anos","2020","Hombres",
"66","RISARALDA","24269","0 a 4 anos","2020","Mujeres",
"66","RISARALDA","31417","10 a 14 anos","2020","Mujeres",
"66","RISARALDA","35593","15 a 19 anos","2020","Mujeres",
"66","RISARALDA","42920","20 a 24 anos","2020","Mujeres",
"66","RISARALDA","39763","25 a 29 anos","2020","Mujeres",
"66","RISARALDA","34537","30 a 34 anos","2020","Mujeres",
"66","RISARALDA","32967","35 a 39 anos","2020","Mujeres",
"66","RISARALDA","31808","40 a 44 anos","2020","Mujeres",
"66","RISARALDA","28349","45 a 49 anos","2020","Mujeres",
"66","RISARALDA","30824","50 a 54 anos","2020","Mujeres",
"66","RISARALDA","30597","55 a 59 anos","2020","Mujeres",
"66","RISARALDA","28511","5 a 9 anos","2020","Mujeres",
"66","RISARALDA","26747","60 a 64 anos","2020","Mujeres",
"66","RISARALDA","22019","65 a 69 anos","2020","Mujeres",
"66","RISARALDA","16084","70 a 74 anos","2020","Mujeres",
"66","RISARALDA","11564","75 a 79 anos","2020","Mujeres",
"66","RISARALDA","8083","80 a 84 anos","2020","Mujeres",
"66","RISARALDA","4564","85 a 89 anos","2020","Mujeres",
"66","RISARALDA","2088","90 a 94 anos","2020","Mujeres",
"66","RISARALDA","777","95 y mas anos","2020","Mujeres",
"68","SANTANDER","73886","0 a 4 anos","2020","Hombres",
"68","SANTANDER","85988","10 a 14 anos","2020","Hombres",
"68","SANTANDER","86675","15 a 19 anos","2020","Hombres",
"68","SANTANDER","89718","20 a 24 anos","2020","Hombres",
"68","SANTANDER","88038","25 a 29 anos","2020","Hombres",
"68","SANTANDER","78562","30 a 34 anos","2020","Hombres",
"68","SANTANDER","73452","35 a 39 anos","2020","Hombres",
"68","SANTANDER","67090","40 a 44 anos","2020","Hombres",
"68","SANTANDER","60917","45 a 49 anos","2020","Hombres",
"68","SANTANDER","60870","50 a 54 anos","2020","Hombres",
"68","SANTANDER","56707","55 a 59 anos","2020","Hombres",
"68","SANTANDER","84343","5 a 9 anos","2020","Hombres",
"68","SANTANDER","45138","60 a 64 anos","2020","Hombres",
"68","SANTANDER","34894","65 a 69 anos","2020","Hombres",
"68","SANTANDER","26057","70 a 74 anos","2020","Hombres",
"68","SANTANDER","17109","75 a 79 anos","2020","Hombres",
"68","SANTANDER","11473","80 a 84 anos","2020","Hombres",
"68","SANTANDER","6007","85 a 89 anos","2020","Hombres",
"68","SANTANDER","2657","90 a 94 anos","2020","Hombres",
"68","SANTANDER","1641","95 y mas anos","2020","Hombres",
"68","SANTANDER","67746","0 a 4 anos","2020","Mujeres",
"68","SANTANDER","79210","10 a 14 anos","2020","Mujeres",
"68","SANTANDER","82666","15 a 19 anos","2020","Mujeres",
"68","SANTANDER","94556","20 a 24 anos","2020","Mujeres",
"68","SANTANDER","90488","25 a 29 anos","2020","Mujeres",
"68","SANTANDER","81558","30 a 34 anos","2020","Mujeres",
"68","SANTANDER","77035","35 a 39 anos","2020","Mujeres",
"68","SANTANDER","72557","40 a 44 anos","2020","Mujeres",
"68","SANTANDER","67963","45 a 49 anos","2020","Mujeres",
"68","SANTANDER","68515","50 a 54 anos","2020","Mujeres",
"68","SANTANDER","63816","55 a 59 anos","2020","Mujeres",
"68","SANTANDER","76617","5 a 9 anos","2020","Mujeres",
"68","SANTANDER","51863","60 a 64 anos","2020","Mujeres",
"68","SANTANDER","40096","65 a 69 anos","2020","Mujeres",
"68","SANTANDER","30885","70 a 74 anos","2020","Mujeres",
"68","SANTANDER","22143","75 a 79 anos","2020","Mujeres",
"68","SANTANDER","15778","80 a 84 anos","2020","Mujeres",
"68","SANTANDER","9144","85 a 89 anos","2020","Mujeres",
"68","SANTANDER","4322","90 a 94 anos","2020","Mujeres",
"68","SANTANDER","1753","95 y mas anos","2020","Mujeres",
"70","SUCRE","38338","0 a 4 anos","2020","Hombres",
"70","SUCRE","45214","10 a 14 anos","2020","Hombres",
"70","SUCRE","45365","15 a 19 anos","2020","Hombres",
"70","SUCRE","38967","20 a 24 anos","2020","Hombres",
"70","SUCRE","35473","25 a 29 anos","2020","Hombres",
"70","SUCRE","31263","30 a 34 anos","2020","Hombres",
"70","SUCRE","29381","35 a 39 anos","2020","Hombres",
"70","SUCRE","28011","40 a 44 anos","2020","Hombres",
"70","SUCRE","26475","45 a 49 anos","2020","Hombres",
"70","SUCRE","26951","50 a 54 anos","2020","Hombres",
"70","SUCRE","24151","55 a 59 anos","2020","Hombres",
"70","SUCRE","43058","5 a 9 anos","2020","Hombres",
"70","SUCRE","20583","60 a 64 anos","2020","Hombres",
"70","SUCRE","15538","65 a 69 anos","2020","Hombres",
"70","SUCRE","13126","70 a 74 anos","2020","Hombres",
"70","SUCRE","8329","75 a 79 anos","2020","Hombres",
"70","SUCRE","6211","80 a 84 anos","2020","Hombres",
"70","SUCRE","3245","85 a 89 anos","2020","Hombres",
"70","SUCRE","2121","90 a 94 anos","2020","Hombres",
"70","SUCRE","3483","95 y mas anos","2020","Hombres",
"70","SUCRE","34919","0 a 4 anos","2020","Mujeres",
"70","SUCRE","40483","10 a 14 anos","2020","Mujeres",
"70","SUCRE","42428","15 a 19 anos","2020","Mujeres",
"70","SUCRE","41102","20 a 24 anos","2020","Mujeres",
"70","SUCRE","37771","25 a 29 anos","2020","Mujeres",
"70","SUCRE","32954","30 a 34 anos","2020","Mujeres",
"70","SUCRE","30658","35 a 39 anos","2020","Mujeres",
"70","SUCRE","28068","40 a 44 anos","2020","Mujeres",
"70","SUCRE","24974","45 a 49 anos","2020","Mujeres",
"70","SUCRE","24594","50 a 54 anos","2020","Mujeres",
"70","SUCRE","21361","55 a 59 anos","2020","Mujeres",
"70","SUCRE","38303","5 a 9 anos","2020","Mujeres",
"70","SUCRE","18603","60 a 64 anos","2020","Mujeres",
"70","SUCRE","14211","65 a 69 anos","2020","Mujeres",
"70","SUCRE","12004","70 a 74 anos","2020","Mujeres",
"70","SUCRE","7723","75 a 79 anos","2020","Mujeres",
"70","SUCRE","6517","80 a 84 anos","2020","Mujeres",
"70","SUCRE","3730","85 a 89 anos","2020","Mujeres",
"70","SUCRE","2282","90 a 94 anos","2020","Mujeres",
"70","SUCRE","3319","95 y mas anos","2020","Mujeres",
"73","TOLIMA","43745","0 a 4 anos","2020","Hombres",
"73","TOLIMA","54690","10 a 14 anos","2020","Hombres",
"73","TOLIMA","56154","15 a 19 anos","2020","Hombres",
"73","TOLIMA","51426","20 a 24 anos","2020","Hombres",
"73","TOLIMA","45180","25 a 29 anos","2020","Hombres",
"73","TOLIMA","38802","30 a 34 anos","2020","Hombres",
"73","TOLIMA","36914","35 a 39 anos","2020","Hombres",
"73","TOLIMA","36581","40 a 44 anos","2020","Hombres",
"73","TOLIMA","35133","45 a 49 anos","2020","Hombres",
"73","TOLIMA","36285","50 a 54 anos","2020","Hombres",
"73","TOLIMA","36182","55 a 59 anos","2020","Hombres",
"73","TOLIMA","49690","5 a 9 anos","2020","Hombres",
"73","TOLIMA","30733","60 a 64 anos","2020","Hombres",
"73","TOLIMA","25728","65 a 69 anos","2020","Hombres",
"73","TOLIMA","19842","70 a 74 anos","2020","Hombres",
"73","TOLIMA","13829","75 a 79 anos","2020","Hombres",
"73","TOLIMA","9262","80 a 84 anos","2020","Hombres",
"73","TOLIMA","4800","85 a 89 anos","2020","Hombres",
"73","TOLIMA","2153","90 a 94 anos","2020","Hombres",
"73","TOLIMA","1062","95 y mas anos","2020","Hombres",
"73","TOLIMA","39346","0 a 4 anos","2020","Mujeres",
"73","TOLIMA","50244","10 a 14 anos","2020","Mujeres",
"73","TOLIMA","54952","15 a 19 anos","2020","Mujeres",
"73","TOLIMA","57818","20 a 24 anos","2020","Mujeres",
"73","TOLIMA","49002","25 a 29 anos","2020","Mujeres",
"73","TOLIMA","42715","30 a 34 anos","2020","Mujeres",
"73","TOLIMA","41240","35 a 39 anos","2020","Mujeres",
"73","TOLIMA","39919","40 a 44 anos","2020","Mujeres",
"73","TOLIMA","38532","45 a 49 anos","2020","Mujeres",
"73","TOLIMA","39361","50 a 54 anos","2020","Mujeres",
"73","TOLIMA","39061","55 a 59 anos","2020","Mujeres",
"73","TOLIMA","45300","5 a 9 anos","2020","Mujeres",
"73","TOLIMA","32813","60 a 64 anos","2020","Mujeres",
"73","TOLIMA","26440","65 a 69 anos","2020","Mujeres",
"73","TOLIMA","20571","70 a 74 anos","2020","Mujeres",
"73","TOLIMA","15004","75 a 79 anos","2020","Mujeres",
"73","TOLIMA","10865","80 a 84 anos","2020","Mujeres",
"73","TOLIMA","6413","85 a 89 anos","2020","Mujeres",
"73","TOLIMA","2970","90 a 94 anos","2020","Mujeres",
"73","TOLIMA","1089","95 y mas anos","2020","Mujeres",
"76","VALLE DEL CAUCA","122949","0 a 4 anos","2020","Hombres",
"76","VALLE DEL CAUCA","157798","10 a 14 anos","2020","Hombres",
"76","VALLE DEL CAUCA","163603","15 a 19 anos","2020","Hombres",
"76","VALLE DEL CAUCA","169268","20 a 24 anos","2020","Hombres",
"76","VALLE DEL CAUCA","163672","25 a 29 anos","2020","Hombres",
"76","VALLE DEL CAUCA","141343","30 a 34 anos","2020","Hombres",
"76","VALLE DEL CAUCA","134489","35 a 39 anos","2020","Hombres",
"76","VALLE DEL CAUCA","124188","40 a 44 anos","2020","Hombres",
"76","VALLE DEL CAUCA","115989","45 a 49 anos","2020","Hombres",
"76","VALLE DEL CAUCA","118236","50 a 54 anos","2020","Hombres",
"76","VALLE DEL CAUCA","114477","55 a 59 anos","2020","Hombres",
"76","VALLE DEL CAUCA","147064","5 a 9 anos","2020","Hombres",
"76","VALLE DEL CAUCA","95712","60 a 64 anos","2020","Hombres",
"76","VALLE DEL CAUCA","75918","65 a 69 anos","2020","Hombres",
"76","VALLE DEL CAUCA","55551","70 a 74 anos","2020","Hombres",
"76","VALLE DEL CAUCA","38201","75 a 79 anos","2020","Hombres",
"76","VALLE DEL CAUCA","26408","80 a 84 anos","2020","Hombres",
"76","VALLE DEL CAUCA","14457","85 a 89 anos","2020","Hombres",
"76","VALLE DEL CAUCA","6791","90 a 94 anos","2020","Hombres",
"76","VALLE DEL CAUCA","4029","95 y mas anos","2020","Hombres",
"76","VALLE DEL CAUCA","113077","0 a 4 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","144028","10 a 14 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","159689","15 a 19 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","193283","20 a 24 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","184592","25 a 29 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","162226","30 a 34 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","156013","35 a 39 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","147487","40 a 44 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","138871","45 a 49 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","139727","50 a 54 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","136583","55 a 59 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","131463","5 a 9 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","115350","60 a 64 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","92692","65 a 69 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","68074","70 a 74 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","48628","75 a 79 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","37291","80 a 84 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","21964","85 a 89 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","10509","90 a 94 anos","2020","Mujeres",
"76","VALLE DEL CAUCA","4312","95 y mas anos","2020","Mujeres",
"81","ARAUCA","13482","0 a 4 anos","2020","Hombres",
