cod_departamento,departamento,valor,EDADQ,anio,sexo
"05","ANTIOQUIA","191231","0 a 4 anos","2020","Hombres",
"05","ANTIOQUIA","244850","10 a 14 anos","2020","Hombres",
"05","ANTIOQUIA","262091","15 a 19 anos","2020","Hombres",
"05","ANTIOQUIA","279576","20 a 24 anos","2020","Hombres",
"05","ANTIOQUIA","281547","25 a 29 anos","2020","Hombres",
"05","ANTIOQUIA","250158","30 a 34 anos","2020","Hombres",
"05","ANTIOQUIA","221918","35 a 39 anos","2020","Hombres",
"05","ANTIOQUIA","194467","40 a 44 anos","2020","Hombres",
"05","ANTIOQUIA","169756","45 a 49 anos","2020","Hombres",
"05","ANTIOQUIA","181592","50 a 54 anos","2020","Hombres",
"05","ANTIOQUIA","180398","55 a 59 anos","2020","Hombres",
"05","ANTIOQUIA","217642","5 a 9 anos","2020","Hombres",
"05","ANTIOQUIA","150296","60 a 64 anos","2020","Hombres",
"05","ANTIOQUIA","117238","65 a 69 anos","2020","Hombres",
"05","ANTIOQUIA","85082","70 a 74 anos","2020","Hombres",
"05","ANTIOQUIA","55652","75 a 79 anos","2020","Hombres",
"05","ANTIOQUIA","35613","80 a 84 anos","2020","Hombres",
"05","ANTIOQUIA","17037","85 a 89 anos","2020","Hombres",
"05","ANTIOQUIA","8025","90 a 94 anos","2020","Hombres",
"05","ANTIOQUIA","5258","95 y mas anos","2020","Hombres",
"05","ANTIOQUIA","172473","0 a 4 anos","2020","Mujeres",
"05","ANTIOQUIA","222138","10 a 14 anos","2020","Mujeres",
"05","ANTIOQUIA","251704","15 a 19 anos","2020","Mujeres",
"05","ANTIOQUIA","291858","20 a 24 anos","2020","Mujeres",
"05","ANTIOQUIA","287334","25 a 29 anos","2020","Mujeres",
"05","ANTIOQUIA","261520","30 a 34 anos","2020","Mujeres",
"05","ANTIOQUIA","239421","35 a 39 anos","2020","Mujeres",
"05","ANTIOQUIA","218351","40 a 44 anos","2020","Mujeres",
"05","ANTIOQUIA","192163","45 a 49 anos","2020","Mujeres",
"05","ANTIOQUIA","202513","50 a 54 anos","2020","Mujeres",
"05","ANTIOQUIA","196921","55 a 59 anos","2020","Mujeres",
"05","ANTIOQUIA","192006","5 a 9 anos","2020","Mujeres",
"05","ANTIOQUIA","161683","60 a 64 anos","2020","Mujeres",
"05","ANTIOQUIA","122616","65 a 69 anos","2020","Mujeres",
"05","ANTIOQUIA","88430","70 a 74 anos","2020","Mujeres",
"05","ANTIOQUIA","60212","75 a 79 anos","2020","Mujeres",
"05","ANTIOQUIA","42390","80 a 84 anos","2020","Mujeres",
"05","ANTIOQUIA","25466","85 a 89 anos","2020","Mujeres",
"05","ANTIOQUIA","13122","90 a 94 anos","2020","Mujeres",
"05","ANTIOQUIA","5091","95 y mas anos","2020","Mujeres",
"08","ATLANTICO","103669","0 a 4 anos","2020","Hombres",
"08","ATLANTICO","114531","10 a 14 anos","2020","Hombres",
"08","ATLANTICO","115687","15 a 19 anos","2020","Hombres",
"08","ATLANTICO","110749","20 a 24 anos","2020","Hombres",
"08","ATLANTICO","105526","25 a 29 anos","2020","Hombres",
"08","ATLANTICO","94895","30 a 34 anos","2020","Hombres",
"08","ATLANTICO","90806","35 a 39 anos","2020","Hombres",
"08","ATLANTICO","82618","40 a 44 anos","2020","Hombres",
"08","ATLANTICO","70743","45 a 49 anos","2020","Hombres",
"08","ATLANTICO","69548","50 a 54 anos","2020","Hombres",
"08","ATLANTICO","67039","55 a 59 anos","2020","Hombres",
"08","ATLANTICO","115382","5 a 9 anos","2020","Hombres",
"08","ATLANTICO","53727","60 a 64 anos","2020","Hombres",
"08","ATLANTICO","40073","65 a 69 anos","2020","Hombres",
"08","ATLANTICO","28765","70 a 74 anos","2020","Hombres",
"08","ATLANTICO","17804","75 a 79 anos","2020","Hombres",
"08","ATLANTICO","12315","80 a 84 anos","2020","Hombres",
"08","ATLANTICO","6139","85 a 89 anos","2020","Hombres",
"08","ATLANTICO","3011","90 a 94 anos","2020","Hombres",
"08","ATLANTICO","2429","95 y mas anos","2020","Hombres",
"08","ATLANTICO","95125","0 a 4 anos","2020","Mujeres",
"08","ATLANTICO","103617","10 a 14 anos","2020","Mujeres",
"08","ATLANTICO","107169","15 a 19 anos","2020","Mujeres",
"08","ATLANTICO","117011","20 a 24 anos","2020","Mujeres",
"08","ATLANTICO","108313","25 a 29 anos","2020","Mujeres",
"08","ATLANTICO","99625","30 a 34 anos","2020","Mujeres",
"08","ATLANTICO","96100","35 a 39 anos","2020","Mujeres",
"08","ATLANTICO","87699","40 a 44 anos","2020","Mujeres",
"08","ATLANTICO","75911","45 a 49 anos","2020","Mujeres",
"08","ATLANTICO","75591","50 a 54 anos","2020","Mujeres",
"08","ATLANTICO","72612","55 a 59 anos","2020","Mujeres",
"08","ATLANTICO","103948","5 a 9 anos","2020","Mujeres",
"08","ATLANTICO","59686","60 a 64 anos","2020","Mujeres",
"08","ATLANTICO","46043","65 a 69 anos","2020","Mujeres",
"08","ATLANTICO","33828","70 a 74 anos","2020","Mujeres",
"08","ATLANTICO","22573","75 a 79 anos","2020","Mujeres",
"08","ATLANTICO","17822","80 a 84 anos","2020","Mujeres",
"08","ATLANTICO","10098","85 a 89 anos","2020","Mujeres",
"08","ATLANTICO","5165","90 a 94 anos","2020","Mujeres",
"08","ATLANTICO","2733","95 y mas anos","2020","Mujeres",
"11","BOGOTA, D.C.","217896","0 a 4 anos","2020","Hombres",
"11","BOGOTA, D.C.","278061","10 a 14 anos","2020","Hombres",
"11","BOGOTA, D.C.","275467","15 a 19 anos","2020","Hombres",
"11","BOGOTA, D.C.","342635","20 a 24 anos","2020","Hombres",
"11","BOGOTA, D.C.","361741","25 a 29 anos","2020","Hombres",
"11","BOGOTA, D.C.","317631","30 a 34 anos","2020","Hombres",
"11","BOGOTA, D.C.","290151","35 a 39 anos","2020","Hombres",
"11","BOGOTA, D.C.","250918","40 a 44 anos","2020","Hombres",
"11","BOGOTA, D.C.","215322","45 a 49 anos","2020","Hombres",
"11","BOGOTA, D.C.","210661","50 a 54 anos","2020","Hombres",
"11","BOGOTA, D.C.","200913","55 a 59 anos","2020","Hombres",
"11","BOGOTA, D.C.","258899","5 a 9 anos","2020","Hombres",
"11","BOGOTA, D.C.","161595","60 a 64 anos","2020","Hombres",
"11","BOGOTA, D.C.","120313","65 a 69 anos","2020","Hombres",
"11","BOGOTA, D.C.","85533","70 a 74 anos","2020","Hombres",
"11","BOGOTA, D.C.","55296","75 a 79 anos","2020","Hombres",
"11","BOGOTA, D.C.","36132","80 a 84 anos","2020","Hombres",
"11","BOGOTA, D.C.","21196","85 a 89 anos","2020","Hombres",
"11","BOGOTA, D.C.","9799","90 a 94 anos","2020","Hombres",
"11","BOGOTA, D.C.","8151","95 y mas anos","2020","Hombres",
"11","BOGOTA, D.C.","197907","0 a 4 anos","2020","Mujeres",
"11","BOGOTA, D.C.","257751","10 a 14 anos","2020","Mujeres",
"11","BOGOTA, D.C.","269074","15 a 19 anos","2020","Mujeres",
"11","BOGOTA, D.C.","350735","20 a 24 anos","2020","Mujeres",
"11","BOGOTA, D.C.","370559","25 a 29 anos","2020","Mujeres",
"11","BOGOTA, D.C.","329968","30 a 34 anos","2020","Mujeres",
"11","BOGOTA, D.C.","309392","35 a 39 anos","2020","Mujeres",
"11","BOGOTA, D.C.","284219","40 a 44 anos","2020","Mujeres",
"11","BOGOTA, D.C.","253748","45 a 49 anos","2020","Mujeres",
"11","BOGOTA, D.C.","254655","50 a 54 anos","2020","Mujeres",
"11","BOGOTA, D.C.","249431","55 a 59 anos","2020","Mujeres",
"11","BOGOTA, D.C.","235211","5 a 9 anos","2020","Mujeres",
"11","BOGOTA, D.C.","205890","60 a 64 anos","2020","Mujeres",
"11","BOGOTA, D.C.","157338","65 a 69 anos","2020","Mujeres",
"11","BOGOTA, D.C.","114039","70 a 74 anos","2020","Mujeres",
"11","BOGOTA, D.C.","77918","75 a 79 anos","2020","Mujeres",
"11","BOGOTA, D.C.","55044","80 a 84 anos","2020","Mujeres",
"11","BOGOTA, D.C.","31815","85 a 89 anos","2020","Mujeres",
"11","BOGOTA, D.C.","15175","90 a 94 anos","2020","Mujeres",
"11","BOGOTA, D.C.","5382","95 y mas anos","2020","Mujeres",
"13","BOLIVAR","90958","0 a 4 anos","2020","Hombres",
"13","BOLIVAR","104338","10 a 14 anos","2020","Hombres",
"13","BOLIVAR","103262","15 a 19 anos","2020","Hombres",
"13","BOLIVAR","89512","20 a 24 anos","2020","Hombres",
"13","BOLIVAR","87716","25 a 29 anos","2020","Hombres",
"13","BOLIVAR","77164","30 a 34 anos","2020","Hombres",
"13","BOLIVAR","71306","35 a 39 anos","2020","Hombres",
"13","BOLIVAR","64922","40 a 44 anos","2020","Hombres",
"13","BOLIVAR","58105","45 a 49 anos","2020","Hombres",
"13","BOLIVAR","56989","50 a 54 anos","2020","Hombres",
"13","BOLIVAR","52384","55 a 59 anos","2020","Hombres",
"13","BOLIVAR","104641","5 a 9 anos","2020","Hombres",
"13","BOLIVAR","42545","60 a 64 anos","2020","Hombres",
"13","BOLIVAR","31676","65 a 69 anos","2020","Hombres",
"13","BOLIVAR","23083","70 a 74 anos","2020","Hombres",
"13","BOLIVAR","14923","75 a 79 anos","2020","Hombres",
"13","BOLIVAR","10819","80 a 84 anos","2020","Hombres",
"13","BOLIVAR","5367","85 a 89 anos","2020","Hombres",
"13","BOLIVAR","3037","90 a 94 anos","2020","Hombres",
"13","BOLIVAR","2577","95 y mas anos","2020","Hombres",
"13","BOLIVAR","83662","0 a 4 anos","2020","Mujeres",
"13","BOLIVAR","93997","10 a 14 anos","2020","Mujeres",
"13","BOLIVAR","96424","15 a 19 anos","2020","Mujeres",
"13","BOLIVAR","96142","20 a 24 anos","2020","Mujeres",
"13","BOLIVAR","91843","25 a 29 anos","2020","Mujeres",
"13","BOLIVAR","80735","30 a 34 anos","2020","Mujeres",
"13","BOLIVAR","75974","35 a 39 anos","2020","Mujeres",
"13","BOLIVAR","67904","40 a 44 anos","2020","Mujeres",
"13","BOLIVAR","60361","45 a 49 anos","2020","Mujeres",
"13","BOLIVAR","57869","50 a 54 anos","2020","Mujeres",
"13","BOLIVAR","53640","55 a 59 anos","2020","Mujeres",
"13","BOLIVAR","94711","5 a 9 anos","2020","Mujeres",
"13","BOLIVAR","43858","60 a 64 anos","2020","Mujeres",
"13","BOLIVAR","32737","65 a 69 anos","2020","Mujeres",
"13","BOLIVAR","24743","70 a 74 anos","2020","Mujeres",
"13","BOLIVAR","16877","75 a 79 anos","2020","Mujeres",
"13","BOLIVAR","13180","80 a 84 anos","2020","Mujeres",
"13","BOLIVAR","7670","85 a 89 anos","2020","Mujeres",
"13","BOLIVAR","4021","90 a 94 anos","2020","Mujeres",
"13","BOLIVAR","2681","95 y mas anos","2020","Mujeres",
"15","BOYACA","37333","0 a 4 anos","2020","Hombres",
"15","BOYACA","49275","10 a 14 anos","2020","Hombres",
"15","BOYACA","51932","15 a 19 anos","2020","Hombres",
"15","BOYACA","48535","20 a 24 anos","2020","Hombres",
"15","BOYACA","41388","25 a 29 anos","2020","Hombres",
"15","BOYACA","36189","30 a 34 anos","2020","Hombres",
"15","BOYACA","36252","35 a 39 anos","2020","Hombres",
"15","BOYACA","35719","40 a 44 anos","2020","Hombres",
"15","BOYACA","33336","45 a 49 anos","2020","Hombres",
"15","BOYACA","31974","50 a 54 anos","2020","Hombres",
"15","BOYACA","29818","55 a 59 anos","2020","Hombres",
"15","BOYACA","43945","5 a 9 anos","2020","Hombres",
"15","BOYACA","25643","60 a 64 anos","2020","Hombres",
"15","BOYACA","20588","65 a 69 anos","2020","Hombres",
"15","BOYACA","15772","70 a 74 anos","2020","Hombres",
"15","BOYACA","10590","75 a 79 anos","2020","Hombres",
"15","BOYACA","7773","80 a 84 anos","2020","Hombres",
"15","BOYACA","4098","85 a 89 anos","2020","Hombres",
"15","BOYACA","1659","90 a 94 anos","2020","Hombres",
"15","BOYACA","796","95 y mas anos","2020","Hombres",
"15","BOYACA","34151","0 a 4 anos","2020","Mujeres",
"15","BOYACA","46046","10 a 14 anos","2020","Mujeres",
"15","BOYACA","49897","15 a 19 anos","2020","Mujeres",
"15","BOYACA","50047","20 a 24 anos","2020","Mujeres",
"15","BOYACA","43456","25 a 29 anos","2020","Mujeres",
"15","BOYACA","38944","30 a 34 anos","2020","Mujeres",
"15","BOYACA","40119","35 a 39 anos","2020","Mujeres",
"15","BOYACA","38089","40 a 44 anos","2020","Mujeres",
"15","BOYACA","36087","45 a 49 anos","2020","Mujeres",
"15","BOYACA","35095","50 a 54 anos","2020","Mujeres",
"15","BOYACA","33049","55 a 59 anos","2020","Mujeres",
"15","BOYACA","40049","5 a 9 anos","2020","Mujeres",
"15","BOYACA","28232","60 a 64 anos","2020","Mujeres",
"15","BOYACA","22950","65 a 69 anos","2020","Mujeres",
"15","BOYACA","18054","70 a 74 anos","2020","Mujeres",
"15","BOYACA","13512","75 a 79 anos","2020","Mujeres",
"15","BOYACA","10388","80 a 84 anos","2020","Mujeres",
"15","BOYACA","6047","85 a 89 anos","2020","Mujeres",
"15","BOYACA","2830","90 a 94 anos","2020","Mujeres",
"15","BOYACA","943","95 y mas anos","2020","Mujeres",
"17","CALDAS","22753","0 a 4 anos","2020","Hombres",
"17","CALDAS","30905","10 a 14 anos","2020","Hombres",
"17","CALDAS","34918","15 a 19 anos","2020","Hombres",
"17","CALDAS","34594","20 a 24 anos","2020","Hombres",
"17","CALDAS","30842","25 a 29 anos","2020","Hombres",
"17","CALDAS","27453","30 a 34 anos","2020","Hombres",
"17","CALDAS","26360","35 a 39 anos","2020","Hombres",
"17","CALDAS","25982","40 a 44 anos","2020","Hombres",
"17","CALDAS","24998","45 a 49 anos","2020","Hombres",
"17","CALDAS","27630","50 a 54 anos","2020","Hombres",
"17","CALDAS","27644","55 a 59 anos","2020","Hombres",
"17","CALDAS","27224","5 a 9 anos","2020","Hombres",
"17","CALDAS","25286","60 a 64 anos","2020","Hombres",
"17","CALDAS","20724","65 a 69 anos","2020","Hombres",
"17","CALDAS","14902","70 a 74 anos","2020","Hombres",
"17","CALDAS","9927","75 a 79 anos","2020","Hombres",
"17","CALDAS","6489","80 a 84 anos","2020","Hombres",
"17","CALDAS","3495","85 a 89 anos","2020","Hombres",
"17","CALDAS","1491","90 a 94 anos","2020","Hombres",
"17","CALDAS","649","95 y mas anos","2020","Hombres",
"17","CALDAS","20896","0 a 4 anos","2020","Mujeres",
"17","CALDAS","27800","10 a 14 anos","2020","Mujeres",
"17","CALDAS","33417","15 a 19 anos","2020","Mujeres",
"17","CALDAS","37570","20 a 24 anos","2020","Mujeres",
"17","CALDAS","34449","25 a 29 anos","2020","Mujeres",
"17","CALDAS","30831","30 a 34 anos","2020","Mujeres",
"17","CALDAS","29977","35 a 39 anos","2020","Mujeres",
"17","CALDAS","29343","40 a 44 anos","2020","Mujeres",
"17","CALDAS","27369","45 a 49 anos","2020","Mujeres",
"17","CALDAS","30163","50 a 54 anos","2020","Mujeres",
"17","CALDAS","30267","55 a 59 anos","2020","Mujeres",
"17","CALDAS","24116","5 a 9 anos","2020","Mujeres",
"17","CALDAS","27245","60 a 64 anos","2020","Mujeres",
"17","CALDAS","22154","65 a 69 anos","2020","Mujeres",
"17","CALDAS","16182","70 a 74 anos","2020","Mujeres",
"17","CALDAS","11650","75 a 79 anos","2020","Mujeres",
"17","CALDAS","8355","80 a 84 anos","2020","Mujeres",
"17","CALDAS","4665","85 a 89 anos","2020","Mujeres",
"17","CALDAS","2212","90 a 94 anos","2020","Mujeres",
"17","CALDAS","723","95 y mas anos","2020","Mujeres",
"18","CAQUETA","18052","0 a 4 anos","2020","Hombres",
"18","CAQUETA","21447","10 a 14 anos","2020","Hombres",
"18","CAQUETA","21217","15 a 19 anos","2020","Hombres",
"18","CAQUETA","18415","20 a 24 anos","2020","Hombres",
"18","CAQUETA","16539","25 a 29 anos","2020","Hombres",
"18","CAQUETA","14284","30 a 34 anos","2020","Hombres",
"18","CAQUETA","12966","35 a 39 anos","2020","Hombres",
"18","CAQUETA","11611","40 a 44 anos","2020","Hombres",
"18","CAQUETA","10245","45 a 49 anos","2020","Hombres",
"18","CAQUETA","9677","50 a 54 anos","2020","Hombres",
"18","CAQUETA","8422","55 a 59 anos","2020","Hombres",
"18","CAQUETA","20183","5 a 9 anos","2020","Hombres",
"18","CAQUETA","6730","60 a 64 anos","2020","Hombres",
"18","CAQUETA","5067","65 a 69 anos","2020","Hombres",
"18","CAQUETA","3763","70 a 74 anos","2020","Hombres",
"18","CAQUETA","2704","75 a 79 anos","2020","Hombres",
"18","CAQUETA","1804","80 a 84 anos","2020","Hombres",
"18","CAQUETA","829","85 a 89 anos","2020","Hombres",
"18","CAQUETA","419","90 a 94 anos","2020","Hombres",
"18","CAQUETA","246","95 y mas anos","2020","Hombres",
"18","CAQUETA","16279","0 a 4 anos","2020","Mujeres",
"18","CAQUETA","20213","10 a 14 anos","2020","Mujeres",
"18","CAQUETA","21232","15 a 19 anos","2020","Mujeres",
"18","CAQUETA","21076","20 a 24 anos","2020","Mujeres",
"18","CAQUETA","18184","25 a 29 anos","2020","Mujeres",
"18","CAQUETA","15053","30 a 34 anos","2020","Mujeres",
"18","CAQUETA","13499","35 a 39 anos","2020","Mujeres",
"18","CAQUETA","12093","40 a 44 anos","2020","Mujeres",
"18","CAQUETA","10861","45 a 49 anos","2020","Mujeres",
"18","CAQUETA","10145","50 a 54 anos","2020","Mujeres",
"18","CAQUETA","8617","55 a 59 anos","2020","Mujeres",
"18","CAQUETA","18762","5 a 9 anos","2020","Mujeres",
"18","CAQUETA","6564","60 a 64 anos","2020","Mujeres",
"18","CAQUETA","4873","65 a 69 anos","2020","Mujeres",
"18","CAQUETA","3355","70 a 74 anos","2020","Mujeres",
"18","CAQUETA","2353","75 a 79 anos","2020","Mujeres",
"18","CAQUETA","1648","80 a 84 anos","2020","Mujeres",
"18","CAQUETA","820","85 a 89 anos","2020","Mujeres",
"18","CAQUETA","387","90 a 94 anos","2020","Mujeres",
"18","CAQUETA","177","95 y mas anos","2020","Mujeres",
"19","CAUCA","49238","0 a 4 anos","2020","Hombres",
"19","CAUCA","57369","10 a 14 anos","2020","Hombres",
"19","CAUCA","57281","15 a 19 anos","2020","Hombres",
"19","CAUCA","54520","20 a 24 anos","2020","Hombres",
"19","CAUCA","49731","25 a 29 anos","2020","Hombres",
"19","CAUCA","43195","30 a 34 anos","2020","Hombres",
"19","CAUCA","41843","35 a 39 anos","2020","Hombres",
"19","CAUCA","38063","40 a 44 anos","2020","Hombres",
"19","CAUCA","32077","45 a 49 anos","2020","Hombres",
"19","CAUCA","29946","50 a 54 anos","2020","Hombres",
"19","CAUCA","27720","55 a 59 anos","2020","Hombres",
"19","CAUCA","54983","5 a 9 anos","2020","Hombres",
"19","CAUCA","23361","60 a 64 anos","2020","Hombres",
"19","CAUCA","18945","65 a 69 anos","2020","Hombres",
"19","CAUCA","15006","70 a 74 anos","2020","Hombres",
"19","CAUCA","10499","75 a 79 anos","2020","Hombres",
"19","CAUCA","7499","80 a 84 anos","2020","Hombres",
"19","CAUCA","4042","85 a 89 anos","2020","Hombres",
"19","CAUCA","1830","90 a 94 anos","2020","Hombres",
"19","CAUCA","1147","95 y mas anos","2020","Hombres",
"19","CAUCA","45697","0 a 4 anos","2020","Mujeres",
"19","CAUCA","53970","10 a 14 anos","2020","Mujeres",
"19","CAUCA","57505","15 a 19 anos","2020","Mujeres",
"19","CAUCA","62766","20 a 24 anos","2020","Mujeres",
"19","CAUCA","55671","25 a 29 anos","2020","Mujeres",
"19","CAUCA","48337","30 a 34 anos","2020","Mujeres",
"19","CAUCA","45685","35 a 39 anos","2020","Mujeres",
"19","CAUCA","41413","40 a 44 anos","2020","Mujeres",
"19","CAUCA","34711","45 a 49 anos","2020","Mujeres",
"19","CAUCA","32538","50 a 54 anos","2020","Mujeres",
"19","CAUCA","30346","55 a 59 anos","2020","Mujeres",
"19","CAUCA","51394","5 a 9 anos","2020","Mujeres",
"19","CAUCA","25566","60 a 64 anos","2020","Mujeres",
"19","CAUCA","20417","65 a 69 anos","2020","Mujeres",
"19","CAUCA","15967","70 a 74 anos","2020","Mujeres",
"19","CAUCA","11700","75 a 79 anos","2020","Mujeres",
"19","CAUCA","9182","80 a 84 anos","2020","Mujeres",
"19","CAUCA","5386","85 a 89 anos","2020","Mujeres",
"19","CAUCA","2594","90 a 94 anos","2020","Mujeres",
"19","CAUCA","1486","95 y mas anos","2020","Mujeres",
"20","CESAR","58803","0 a 4 anos","2020","Hombres",
"20","CESAR","64049","10 a 14 anos","2020","Hombres",
"20","CESAR","61810","15 a 19 anos","2020","Hombres",
"20","CESAR","50546","20 a 24 anos","2020","Hombres",
"20","CESAR","47005","25 a 29 anos","2020","Hombres",
"20","CESAR","41560","30 a 34 anos","2020","Hombres",
"20","CESAR","38115","35 a 39 anos","2020","Hombres",
"20","CESAR","34482","40 a 44 anos","2020","Hombres",
"20","CESAR","30048","45 a 49 anos","2020","Hombres",
"20","CESAR","27374","50 a 54 anos","2020","Hombres",
"20","CESAR","23824","55 a 59 anos","2020","Hombres",
"20","CESAR","64215","5 a 9 anos","2020","Hombres",
"20","CESAR","19002","60 a 64 anos","2020","Hombres",
"20","CESAR","14478","65 a 69 anos","2020","Hombres",
"20","CESAR","11318","70 a 74 anos","2020","Hombres",
"20","CESAR","7400","75 a 79 anos","2020","Hombres",
"20","CESAR","5091","80 a 84 anos","2020","Hombres",
"20","CESAR","2689","85 a 89 anos","2020","Hombres",
"20","CESAR","1385","90 a 94 anos","2020","Hombres",
"20","CESAR","1215","95 y mas anos","2020","Hombres",
"20","CESAR","54833","0 a 4 anos","2020","Mujeres",
"20","CESAR","59074","10 a 14 anos","2020","Mujeres",
"20","CESAR","59211","15 a 19 anos","2020","Mujeres",
"20","CESAR","57618","20 a 24 anos","2020","Mujeres",
"20","CESAR","52828","25 a 29 anos","2020","Mujeres",
"20","CESAR","46375","30 a 34 anos","2020","Mujeres",
"20","CESAR","41909","35 a 39 anos","2020","Mujeres",
"20","CESAR","37702","40 a 44 anos","2020","Mujeres",
"20","CESAR","32842","45 a 49 anos","2020","Mujeres",
"20","CESAR","29464","50 a 54 anos","2020","Mujeres",
"20","CESAR","25299","55 a 59 anos","2020","Mujeres",
"20","CESAR","59348","5 a 9 anos","2020","Mujeres",
"20","CESAR","20323","60 a 64 anos","2020","Mujeres",
"20","CESAR","15591","65 a 69 anos","2020","Mujeres",
"20","CESAR","11638","70 a 74 anos","2020","Mujeres",
"20","CESAR","7503","75 a 79 anos","2020","Mujeres",
"20","CESAR","5435","80 a 84 anos","2020","Mujeres",
"20","CESAR","3159","85 a 89 anos","2020","Mujeres",
"20","CESAR","1597","90 a 94 anos","2020","Mujeres",
"20","CESAR","1096","95 y mas anos","2020","Mujeres",
"23","CORDOBA","67033","0 a 4 anos","2020","Hombres",
"23","CORDOBA","84840","10 a 14 anos","2020","Hombres",
"23","CORDOBA","85284","15 a 19 anos","2020","Hombres",
"23","CORDOBA","68555","20 a 24 anos","2020","Hombres",
"23","CORDOBA","61745","25 a 29 anos","2020","Hombres",
"23","CORDOBA","54273","30 a 34 anos","2020","Hombres",
"23","CORDOBA","51715","35 a 39 anos","2020","Hombres",
"23","CORDOBA","49095","40 a 44 anos","2020","Hombres",
"23","CORDOBA","45931","45 a 49 anos","2020","Hombres",
"23","CORDOBA","46021","50 a 54 anos","2020","Hombres",
"23","CORDOBA","41620","55 a 59 anos","2020","Hombres",
"23","CORDOBA","78064","5 a 9 anos","2020","Hombres",
"23","CORDOBA","33875","60 a 64 anos","2020","Hombres",
"23","CORDOBA","25452","65 a 69 anos","2020","Hombres",
"23","CORDOBA","18930","70 a 74 anos","2020","Hombres",
"23","CORDOBA","13318","75 a 79 anos","2020","Hombres",
"23","CORDOBA","10634","80 a 84 anos","2020","Hombres",
"23","CORDOBA","5280","85 a 89 anos","2020","Hombres",
"23","CORDOBA","2703","90 a 94 anos","2020","Hombres",
"23","CORDOBA","2484","95 y mas anos","2020","Hombres",
"23","CORDOBA","60799","0 a 4 anos","2020","Mujeres",
"23","CORDOBA","75917","10 a 14 anos","2020","Mujeres",
"23","CORDOBA","78942","15 a 19 anos","2020","Mujeres",
"23","CORDOBA","75019","20 a 24 anos","2020","Mujeres",
"23","CORDOBA","68033","25 a 29 anos","2020","Mujeres",
"23","CORDOBA","58913","30 a 34 anos","2020","Mujeres",
"23","CORDOBA","56186","35 a 39 anos","2020","Mujeres",
"23","CORDOBA","51161","40 a 44 anos","2020","Mujeres",
"23","CORDOBA","45803","45 a 49 anos","2020","Mujeres",
"23","CORDOBA","44084","50 a 54 anos","2020","Mujeres",
"23","CORDOBA","38839","55 a 59 anos","2020","Mujeres",
"23","CORDOBA","69835","5 a 9 anos","2020","Mujeres",
"85","CASANARE","19064","5 a 9 anos","2020","Hombres",
"85","CASANARE","6843","60 a 64 anos","2020","Hombres",
"85","CASANARE","4726","65 a 69 anos","2020","Hombres",
"85","CASANARE","3470","70 a 74 anos","2020","Hombres",
"85","CASANARE","2225","75 a 79 anos","2020","Hombres",
"85","CASANARE","1391","80 a 84 anos","2020","Hombres",
"85","CASANARE","687","85 a 89 anos","2020","Hombres",
"85","CASANARE","274","90 a 94 anos","2020","Hombres",
"85","CASANARE","208","95 y mas anos","2020","Hombres",
"85","CASANARE","15834","0 a 4 anos","2020","Mujeres",
"85","CASANARE","17385","10 a 14 anos","2020","Mujeres",
"85","CASANARE","18234","15 a 19 anos","2020","Mujeres",
"85","CASANARE","19401","20 a 24 anos","2020","Mujeres",
"85","CASANARE","18631","25 a 29 anos","2020","Mujeres",
"85","CASANARE","16857","30 a 34 anos","2020","Mujeres",
"85","CASANARE","15469","35 a 39 anos","2020","Mujeres",
"85","CASANARE","13570","40 a 44 anos","2020","Mujeres",
"85","CASANARE","12005","45 a 49 anos","2020","Mujeres",
"85","CASANARE","10189","50 a 54 anos","2020","Mujeres",
"85","CASANARE","8258","55 a 59 anos","2020","Mujeres",
"85","CASANARE","17605","5 a 9 anos","2020","Mujeres",
"85","CASANARE","6612","60 a 64 anos","2020","Mujeres",
"85","CASANARE","4344","65 a 69 anos","2020","Mujeres",
"85","CASANARE","3198","70 a 74 anos","2020","Mujeres",
"85","CASANARE","2144","75 a 79 anos","2020","Mujeres",
"85","CASANARE","1577","80 a 84 anos","2020","Mujeres",
"85","CASANARE","814","85 a 89 anos","2020","Mujeres",
"85","CASANARE","397","90 a 94 anos","2020","Mujeres",
"85","CASANARE","182","95 y mas anos","2020","Mujeres",
"86","PUTUMAYO","12289","0 a 4 anos","2020","Hombres",
"86","PUTUMAYO","15408","10 a 14 anos","2020","Hombres",
"86","PUTUMAYO","16108","15 a 19 anos","2020","Hombres",
"86","PUTUMAYO","14542","20 a 24 anos","2020","Hombres",
"86","PUTUMAYO","12583","25 a 29 anos","2020","Hombres",
"86","PUTUMAYO","10644","30 a 34 anos","2020","Hombres",
"86","PUTUMAYO","10057","35 a 39 anos","2020","Hombres",
"86","PUTUMAYO","9051","40 a 44 anos","2020","Hombres",
"86","PUTUMAYO","8036","45 a 49 anos","2020","Hombres",
"86","PUTUMAYO","6994","50 a 54 anos","2020","Hombres",
"86","PUTUMAYO","5933","55 a 59 anos","2020","Hombres",
"86","PUTUMAYO","13981","5 a 9 anos","2020","Hombres",
"86","PUTUMAYO","4631","60 a 64 anos","2020","Hombres",
"86","PUTUMAYO","3569","65 a 69 anos","2020","Hombres",
"86","PUTUMAYO","2721","70 a 74 anos","2020","Hombres",
"86","PUTUMAYO","1961","75 a 79 anos","2020","Hombres",
"86","PUTUMAYO","1402","80 a 84 anos","2020","Hombres",
